transaction_id,transaction_date,customer_id,card_id,region,card_type,channel,merchant_category,transaction_amount_ngn,status,is_successful,transaction_month
TXN300577,2026-02-08,CUST10089,CARD20342,Ibadan,Classic,POS,Entertainment,35877.35,Successful,1,2026-02
TXN300578,2026-04-19,CUST10379,CARD20493,Kano,Classic,Online,Dining,4593.73,Successful,1,2026-04
TXN300579,2026-06-30,CUST10178,CARD20192,Lagos,Platinum,POS,Fuel,18369.26,Declined,0,2026-06
TXN300580,2026-02-11,CUST10427,CARD20499,Abuja,Gold,POS,Fuel,6826.33,Successful,1,2026-02
TXN300581,2026-06-16,CUST10403,CARD20233,Port Harcourt,Platinum,Online,Dining,4132.06,Successful,1,2026-06
TXN300582,2026-05-22,CUST10197,CARD20227,Abuja,Gold,Online,Entertainment,5961.09,Declined,0,2026-05
TXN300583,2026-05-02,CUST10307,CARD20371,Lagos,Classic,Online,Dining,12746.65,Successful,1,2026-05
TXN300584,2026-05-13,CUST10267,CARD20139,Lagos,Classic,Online,Retail,18240.74,Successful,1,2026-05
TXN300585,2026-06-12,CUST10268,CARD20149,Lagos,Gold,POS,Utilities,9705.86,Successful,1,2026-06
TXN300586,2026-03-16,CUST10074,CARD20115,Ibadan,Classic,Online,Entertainment,2256.67,Successful,1,2026-03
TXN300587,2026-05-26,CUST10008,CARD20450,Abuja,Classic,POS,Utilities,13472.76,Successful,1,2026-05
TXN300588,2026-03-17,CUST10408,CARD20063,Abuja,Gold,ATM,Fuel,7232.17,Successful,1,2026-03
TXN300589,2026-01-09,CUST10297,CARD20104,Kano,Classic,Online,Entertainment,3354.35,Successful,1,2026-01
TXN300590,2026-03-15,CUST10164,CARD20273,Port Harcourt,Classic,Online,Travel,10690.54,Declined,0,2026-03
TXN300591,2026-05-25,CUST10085,CARD20006,Ibadan,Gold,Online,Utilities,20071.81,Successful,1,2026-05
TXN300592,2026-01-07,CUST10072,CARD20147,Abuja,Gold,Online,Groceries,8146.76,Successful,1,2026-01
TXN300593,2026-06-23,CUST10055,CARD20184,Lagos,Classic,Online,Groceries,16960.9,Successful,1,2026-06
TXN300594,2026-05-21,CUST10393,CARD20028,Kano,Gold,POS,Retail,11730.14,Successful,1,2026-05
TXN300595,2026-06-17,CUST10047,CARD20550,Abuja,Platinum,POS,Entertainment,11851.9,Successful,1,2026-06
TXN300596,2026-06-19,CUST10399,CARD20119,Lagos,Classic,Online,Retail,6346.19,Successful,1,2026-06
TXN300597,2026-05-17,CUST10432,CARD20293,Lagos,Classic,ATM,Entertainment,15598.92,Successful,1,2026-05
TXN300598,2026-06-27,CUST10238,CARD20371,Lagos,Classic,POS,Fuel,16837.15,Successful,1,2026-06
TXN300599,2026-01-27,CUST10104,CARD20244,Abuja,Classic,POS,Travel,15277.47,Successful,1,2026-01
TXN300600,2026-05-02,CUST10210,CARD20580,Ibadan,Classic,POS,Travel,6304.2,Successful,1,2026-05
TXN300601,2026-01-05,CUST10042,CARD20218,Kano,Platinum,Online,Dining,17819.77,Successful,1,2026-01
TXN300602,2026-01-29,CUST10316,CARD20177,Kano,Gold,POS,Retail,11037.48,Successful,1,2026-01
TXN300603,2026-06-14,CUST10268,CARD20299,Lagos,Gold,POS,Entertainment,3722.46,Successful,1,2026-06
TXN300604,2026-06-15,CUST10386,CARD20058,Lagos,Platinum,Online,Utilities,5971.81,Successful,1,2026-06
TXN300605,2026-03-24,CUST10263,CARD20269,Lagos,Platinum,Online,Groceries,5301.12,Successful,1,2026-03
TXN300606,2026-05-16,CUST10336,CARD20308,Ibadan,Classic,POS,Utilities,1651.9,Successful,1,2026-05
TXN300607,2026-04-19,CUST10387,CARD20570,Lagos,Classic,POS,Groceries,18083.05,Successful,1,2026-04
TXN300608,2026-03-06,CUST10365,CARD20288,Port Harcourt,Gold,Online,Fuel,96852.97,Successful,1,2026-03
TXN300609,2026-03-27,CUST10259,CARD20105,Port Harcourt,Classic,POS,Groceries,21304.6,Successful,1,2026-03
TXN300610,2026-05-25,CUST10283,CARD20228,Abuja,Classic,ATM,Utilities,9230.68,Successful,1,2026-05
TXN300611,2026-03-12,CUST10114,CARD20247,Lagos,Gold,Online,Utilities,5363.36,Successful,1,2026-03
TXN300612,2026-02-14,CUST10363,CARD20494,Kano,Platinum,POS,Travel,3865.84,Successful,1,2026-02
TXN300613,2026-05-12,CUST10040,CARD20083,Kano,Classic,Online,Entertainment,9140.92,Successful,1,2026-05
TXN300614,2026-02-05,CUST10417,CARD20186,Lagos,Gold,POS,Travel,17582.25,Successful,1,2026-02
TXN300615,2026-03-11,CUST10220,CARD20252,Abuja,Classic,POS,Retail,4723.64,Successful,1,2026-03
TXN300616,2026-06-08,CUST10129,CARD20355,Kano,Gold,ATM,Utilities,63032.65,Successful,1,2026-06
TXN300617,2026-01-19,CUST10008,CARD20210,Lagos,Classic,Online,Entertainment,2677.95,Successful,1,2026-01
TXN300618,2026-04-18,CUST10101,CARD20447,Lagos,Platinum,POS,Fuel,9697.26,Successful,1,2026-04
TXN300619,2026-06-16,CUST10416,CARD20460,Lagos,Classic,POS,Groceries,8571.82,Reversed,0,2026-06
TXN300620,2026-04-01,CUST10380,CARD20472,Abuja,Gold,POS,Retail,8146.15,Successful,1,2026-04
TXN300621,2026-03-31,CUST10176,CARD20370,Lagos,Classic,POS,Dining,5140.55,Declined,0,2026-03
TXN300622,2026-01-19,CUST10107,CARD20492,Lagos,Classic,Online,Dining,8655.7,Successful,1,2026-01
TXN300623,2026-02-08,CUST10101,CARD20137,Lagos,Classic,POS,Entertainment,5654.36,Successful,1,2026-02
TXN300624,2026-05-06,CUST10260,CARD20367,Abuja,Classic,ATM,Groceries,22704.34,Successful,1,2026-05
TXN300625,2026-06-22,CUST10366,CARD20184,Kano,Classic,POS,Groceries,29632.27,Successful,1,2026-06
TXN300626,2026-05-21,CUST10246,CARD20588,Ibadan,Classic,Online,Entertainment,5938.22,Successful,1,2026-05
TXN300627,2026-05-06,CUST10275,CARD20287,Ibadan,Gold,Online,Groceries,2173.35,Successful,1,2026-05
TXN300628,2026-02-27,CUST10032,CARD20472,Port Harcourt,Gold,Online,Travel,10447.5,Declined,0,2026-02
TXN300629,2026-05-28,CUST10137,CARD20375,Lagos,Classic,POS,Groceries,10150.47,Successful,1,2026-05
TXN300630,2026-03-02,CUST10012,CARD20537,Lagos,Gold,POS,Dining,8814.65,Successful,1,2026-03
TXN300631,2026-05-07,CUST10395,CARD20511,Kano,Classic,POS,Groceries,12411.29,Successful,1,2026-05
TXN300632,2026-04-15,CUST10302,CARD20579,Lagos,Classic,ATM,Utilities,24470.47,Successful,1,2026-04
TXN300633,2026-06-16,CUST10375,CARD20250,Lagos,Classic,ATM,Entertainment,15778.09,Successful,1,2026-06
TXN300634,2026-01-01,CUST10016,CARD20510,Port Harcourt,Gold,ATM,Fuel,12396.24,Successful,1,2026-01
TXN300635,2026-05-11,CUST10129,CARD20073,Lagos,Classic,Online,Dining,14811.1,Successful,1,2026-05
TXN300636,2026-04-02,CUST10063,CARD20282,Lagos,Platinum,POS,Fuel,9908.82,Successful,1,2026-04
TXN300637,2026-04-23,CUST10109,CARD20360,Kano,Classic,ATM,Dining,3803.39,Successful,1,2026-04
TXN300638,2026-06-02,CUST10375,CARD20010,Ibadan,Classic,ATM,Retail,25857.74,Successful,1,2026-06
TXN300639,2026-02-25,CUST10021,CARD20211,Lagos,Classic,POS,Utilities,8796.13,Declined,0,2026-02
TXN300640,2026-06-10,CUST10158,CARD20152,Kano,Platinum,POS,Dining,3801.87,Successful,1,2026-06
TXN300641,2026-06-15,CUST10269,CARD20005,Port Harcourt,Gold,Online,Utilities,3286.63,Successful,1,2026-06
TXN300642,2026-04-27,CUST10162,CARD20195,Port Harcourt,Gold,POS,Dining,3888.43,Successful,1,2026-04
TXN300643,2026-05-14,CUST10260,CARD20283,Lagos,Platinum,POS,Fuel,3022.49,Successful,1,2026-05
TXN300644,2026-02-27,CUST10412,CARD20464,Lagos,Platinum,ATM,Fuel,13837.08,Successful,1,2026-02
TXN300645,2026-02-13,CUST10102,CARD20113,Port Harcourt,Gold,ATM,Entertainment,7043.85,Successful,1,2026-02
TXN300646,2026-06-22,CUST10223,CARD20271,Ibadan,Classic,POS,Dining,15075.16,Successful,1,2026-06
TXN300647,2026-06-09,CUST10059,CARD20163,Port Harcourt,Gold,POS,Dining,20652.24,Successful,1,2026-06
TXN300648,2026-06-22,CUST10247,CARD20460,Lagos,Classic,Online,Travel,16791.46,Successful,1,2026-06
TXN300649,2026-03-02,CUST10128,CARD20105,Lagos,Gold,Online,Utilities,13456.52,Successful,1,2026-03
TXN300650,2026-02-16,CUST10283,CARD20556,Ibadan,Gold,POS,Utilities,10198.78,Successful,1,2026-02
TXN300651,2026-05-29,CUST10325,CARD20282,Lagos,Gold,Online,Utilities,6958.43,Successful,1,2026-05
TXN300652,2026-03-21,CUST10025,CARD20162,Abuja,Classic,ATM,Utilities,7339.92,Successful,1,2026-03
TXN300653,2026-04-28,CUST10131,CARD20351,Lagos,Gold,ATM,Retail,12932.4,Successful,1,2026-04
TXN300654,2026-06-13,CUST10353,CARD20434,Lagos,Platinum,POS,Retail,3755.39,Successful,1,2026-06
TXN300655,2026-05-27,CUST10196,CARD20140,Port Harcourt,Classic,POS,Groceries,7761.2,Successful,1,2026-05
TXN300656,2026-01-20,CUST10281,CARD20471,Port Harcourt,Classic,ATM,Dining,4472.6,Successful,1,2026-01
TXN300657,2026-05-26,CUST10404,CARD20132,Lagos,Gold,POS,Dining,20710.28,Successful,1,2026-05
TXN300658,2026-02-16,CUST10418,CARD20087,Lagos,Platinum,Online,Dining,14380.75,Successful,1,2026-02
TXN300659,2026-02-18,CUST10154,CARD20183,Ibadan,Classic,POS,Dining,44800.01,Successful,1,2026-02
TXN300660,2026-01-14,CUST10382,CARD20368,Lagos,Classic,POS,Utilities,4419.75,Successful,1,2026-01
TXN300661,2026-05-23,CUST10133,CARD20129,Abuja,Classic,POS,Utilities,4815.62,Successful,1,2026-05
TXN300662,2026-06-08,CUST10227,CARD20246,Kano,Classic,POS,Retail,8484.54,Successful,1,2026-06
TXN300663,2026-01-01,CUST10189,CARD20578,Lagos,Platinum,ATM,Fuel,4535.24,Successful,1,2026-01
TXN300664,2026-04-27,CUST10265,CARD20378,Kano,Gold,POS,Travel,12457.72,Successful,1,2026-04
TXN300665,2026-02-23,CUST10372,CARD20149,Lagos,Gold,ATM,Utilities,7779.42,Successful,1,2026-02
TXN300666,2026-04-28,CUST10434,CARD20433,Abuja,Classic,ATM,Utilities,5481.73,Successful,1,2026-04
TXN300667,2026-01-03,CUST10134,CARD20469,Lagos,Gold,POS,Entertainment,19342.96,Declined,0,2026-01
TXN300668,2026-05-24,CUST10211,CARD20446,Kano,Classic,Online,Utilities,1845.17,Successful,1,2026-05
TXN300669,2026-01-12,CUST10060,CARD20481,Lagos,Classic,POS,Fuel,12502.58,Successful,1,2026-01
TXN300670,2026-03-15,CUST10428,CARD20294,Lagos,Classic,Online,Fuel,5213.96,Successful,1,2026-03
TXN300671,2026-01-16,CUST10377,CARD20143,Kano,Classic,Online,Retail,15574.73,Successful,1,2026-01
TXN300672,2026-04-12,CUST10395,CARD20250,Abuja,Classic,POS,Utilities,18863.89,Successful,1,2026-04
TXN300673,2026-06-01,CUST10450,CARD20302,Abuja,Classic,POS,Entertainment,1311.49,Successful,1,2026-06
TXN300674,2026-06-05,CUST10431,CARD20025,Lagos,Classic,Online,Travel,6841.09,Successful,1,2026-06
TXN300675,2026-04-27,CUST10364,CARD20070,Port Harcourt,Classic,ATM,Dining,8489.23,Declined,0,2026-04
TXN300676,2026-01-08,CUST10364,CARD20112,Lagos,Gold,POS,Utilities,1228.72,Successful,1,2026-01
TXN300677,2026-05-02,CUST10213,CARD20364,Lagos,Classic,Online,Retail,9722.53,Declined,0,2026-05
TXN300678,2026-04-02,CUST10216,CARD20303,Abuja,Platinum,POS,Retail,5311.12,Successful,1,2026-04
TXN300679,2026-06-13,CUST10226,CARD20471,Lagos,Classic,Online,Travel,3088.43,Successful,1,2026-06
TXN300680,2026-03-31,CUST10131,CARD20091,Kano,Gold,POS,Entertainment,4815.57,Successful,1,2026-03
TXN300681,2026-05-16,CUST10076,CARD20530,Kano,Platinum,Online,Groceries,4193.74,Successful,1,2026-05
TXN300682,2026-03-01,CUST10286,CARD20192,Port Harcourt,Platinum,POS,Retail,5132.33,Successful,1,2026-03
TXN300683,2026-06-27,CUST10277,CARD20552,Ibadan,Platinum,Online,Fuel,9396.56,Successful,1,2026-06
TXN300684,2026-01-28,CUST10156,CARD20242,Port Harcourt,Classic,Online,Fuel,17765.21,Successful,1,2026-01
TXN300685,2026-04-11,CUST10248,CARD20138,Lagos,Classic,Online,Dining,7613.9,Successful,1,2026-04
TXN300686,2026-02-10,CUST10218,CARD20345,Port Harcourt,Classic,Online,Retail,19578.87,Successful,1,2026-02
TXN300687,2026-06-04,CUST10190,CARD20180,Lagos,Classic,Online,Entertainment,3509.52,Successful,1,2026-06
TXN300688,2026-05-25,CUST10417,CARD20503,Lagos,Classic,ATM,Dining,9157.34,Reversed,0,2026-05
TXN300689,2026-06-10,CUST10163,CARD20203,Ibadan,Platinum,Online,Retail,43708.12,Successful,1,2026-06
TXN300690,2026-06-06,CUST10180,CARD20573,Abuja,Gold,ATM,Travel,2270.03,Successful,1,2026-06
TXN300691,2026-05-21,CUST10034,CARD20192,Ibadan,Gold,Online,Utilities,2201.72,Successful,1,2026-05
TXN300692,2026-02-15,CUST10041,CARD20005,Lagos,Platinum,Online,Entertainment,22560.98,Successful,1,2026-02
TXN300693,2026-02-04,CUST10307,CARD20237,Abuja,Gold,POS,Retail,9666.49,Successful,1,2026-02
TXN300694,2026-05-14,CUST10431,CARD20311,Lagos,Gold,Online,Entertainment,5008.04,Successful,1,2026-05
TXN300695,2026-03-23,CUST10338,CARD20549,Port Harcourt,Gold,POS,Groceries,3282.17,Reversed,0,2026-03
TXN300696,2026-04-25,CUST10314,CARD20056,Port Harcourt,Classic,Online,Entertainment,7873.12,Successful,1,2026-04
TXN300697,2026-02-16,CUST10075,CARD20443,Abuja,Classic,Online,Entertainment,9016.97,Declined,0,2026-02
TXN300698,2026-06-02,CUST10441,CARD20237,Lagos,Platinum,ATM,Fuel,9052.73,Successful,1,2026-06
TXN300699,2026-01-10,CUST10279,CARD20197,Lagos,Platinum,POS,Travel,3256.61,Successful,1,2026-01
TXN300700,2026-02-25,CUST10176,CARD20585,Lagos,Platinum,POS,Utilities,6188.46,Successful,1,2026-02
TXN300701,2026-01-30,CUST10384,CARD20571,Port Harcourt,Classic,Online,Utilities,5143.73,Successful,1,2026-01
TXN300702,2026-04-19,CUST10150,CARD20514,Kano,Platinum,POS,Fuel,13590.89,Successful,1,2026-04
TXN300703,2026-01-05,CUST10273,CARD20449,Lagos,Classic,POS,Entertainment,3414.0,Successful,1,2026-01
TXN300704,2026-04-29,CUST10325,CARD20360,Port Harcourt,Classic,Online,Utilities,8611.23,Successful,1,2026-04
TXN300705,2026-02-02,CUST10108,CARD20030,Ibadan,Classic,Online,Dining,66661.39,Successful,1,2026-02
TXN300706,2026-04-28,CUST10139,CARD20108,Abuja,Classic,POS,Travel,3232.51,Successful,1,2026-04
TXN300707,2026-03-06,CUST10350,CARD20445,Port Harcourt,Classic,ATM,Groceries,4456.81,Successful,1,2026-03
TXN300708,2026-05-26,CUST10271,CARD20438,Ibadan,Classic,POS,Fuel,7516.91,Successful,1,2026-05
TXN300709,2026-06-26,CUST10347,CARD20457,Lagos,Classic,ATM,Retail,769.85,Successful,1,2026-06
TXN300710,2026-01-11,CUST10419,CARD20495,Lagos,Classic,POS,Retail,2587.73,Successful,1,2026-01
TXN300711,2026-03-26,CUST10289,CARD20247,Lagos,Gold,Online,Retail,10389.53,Successful,1,2026-03
TXN300712,2026-01-26,CUST10212,CARD20543,Kano,Gold,POS,Travel,7040.71,Successful,1,2026-01
TXN300713,2026-03-04,CUST10381,CARD20564,Kano,Classic,Online,Groceries,18840.53,Successful,1,2026-03
TXN300714,2026-03-27,CUST10272,CARD20588,Port Harcourt,Classic,POS,Utilities,6697.57,Declined,0,2026-03
TXN300715,2026-02-28,CUST10418,CARD20439,Lagos,Gold,Online,Groceries,6242.18,Reversed,0,2026-02
TXN300716,2026-01-27,CUST10066,CARD20278,Abuja,Classic,POS,Groceries,4617.94,Declined,0,2026-01
TXN300717,2026-06-26,CUST10424,CARD20552,Lagos,Classic,POS,Fuel,6159.33,Successful,1,2026-06
TXN300718,2026-06-10,CUST10248,CARD20111,Lagos,Gold,Online,Travel,3073.98,Successful,1,2026-06
TXN300719,2026-04-08,CUST10156,CARD20385,Abuja,Platinum,Online,Retail,7201.38,Declined,0,2026-04
TXN300720,2026-04-15,CUST10047,CARD20191,Kano,Classic,POS,Fuel,3725.64,Successful,1,2026-04
TXN300721,2026-04-09,CUST10423,CARD20490,Kano,Classic,POS,Utilities,3076.01,Declined,0,2026-04
TXN300722,2026-05-09,CUST10201,CARD20426,Port Harcourt,Classic,POS,Groceries,4858.25,Successful,1,2026-05
TXN300723,2026-05-29,CUST10148,CARD20405,Lagos,Gold,POS,Entertainment,11625.1,Successful,1,2026-05
TXN300724,2026-02-24,CUST10124,CARD20335,Lagos,Classic,POS,Retail,9079.77,Successful,1,2026-02
TXN300725,2026-01-06,CUST10001,CARD20209,Lagos,Classic,POS,Travel,13822.95,Successful,1,2026-01
TXN300726,2026-04-05,CUST10247,CARD20022,Port Harcourt,Classic,Online,Dining,3871.55,Successful,1,2026-04
TXN300727,2026-05-13,CUST10343,CARD20208,Ibadan,Platinum,Online,Groceries,8017.99,Successful,1,2026-05
TXN300728,2026-04-12,CUST10128,CARD20008,Lagos,Gold,POS,Groceries,31616.48,Successful,1,2026-04
TXN300729,2026-01-03,CUST10191,CARD20529,Lagos,Gold,ATM,Groceries,24785.44,Successful,1,2026-01
TXN300730,2026-06-30,CUST10067,CARD20166,Lagos,Gold,ATM,Groceries,2922.78,Successful,1,2026-06
TXN300731,2026-01-23,CUST10004,CARD20496,Lagos,Classic,POS,Retail,3616.55,Successful,1,2026-01
TXN300732,2026-02-22,CUST10442,CARD20590,Abuja,Platinum,POS,Travel,31507.36,Successful,1,2026-02
TXN300733,2026-06-14,CUST10409,CARD20429,Lagos,Gold,ATM,Fuel,11628.8,Successful,1,2026-06
TXN300734,2026-03-24,CUST10303,CARD20163,Abuja,Classic,POS,Retail,6956.39,Successful,1,2026-03
TXN300735,2026-05-25,CUST10294,CARD20366,Ibadan,Gold,POS,Travel,6361.83,Declined,0,2026-05
TXN300736,2026-03-26,CUST10143,CARD20526,Abuja,Gold,Online,Fuel,9720.26,Successful,1,2026-03
TXN300737,2026-03-19,CUST10191,CARD20239,Lagos,Gold,Online,Groceries,9818.22,Successful,1,2026-03
TXN300738,2026-04-20,CUST10021,CARD20072,Lagos,Classic,POS,Travel,5289.46,Successful,1,2026-04
TXN300739,2026-01-01,CUST10227,CARD20445,Abuja,Platinum,Online,Groceries,7111.29,Successful,1,2026-01
TXN300740,2026-02-20,CUST10313,CARD20509,Lagos,Platinum,Online,Entertainment,5143.16,Successful,1,2026-02
TXN300741,2026-06-22,CUST10117,CARD20269,Lagos,Classic,Online,Travel,9274.21,Reversed,0,2026-06
TXN300742,2026-01-04,CUST10437,CARD20415,Abuja,Classic,Online,Utilities,4491.52,Successful,1,2026-01
TXN300743,2026-04-23,CUST10302,CARD20245,Abuja,Classic,POS,Dining,2938.94,Successful,1,2026-04
TXN300744,2026-02-01,CUST10142,CARD20060,Ibadan,Platinum,Online,Groceries,26378.4,Successful,1,2026-02
TXN300745,2026-02-03,CUST10401,CARD20006,Lagos,Gold,POS,Groceries,7664.38,Successful,1,2026-02
TXN300746,2026-04-02,CUST10039,CARD20570,Ibadan,Classic,POS,Groceries,31496.88,Successful,1,2026-04
TXN300747,2026-04-05,CUST10393,CARD20407,Lagos,Classic,POS,Utilities,1727.06,Successful,1,2026-04
TXN300748,2026-03-13,CUST10355,CARD20217,Lagos,Classic,POS,Retail,2541.28,Declined,0,2026-03
TXN300749,2026-02-08,CUST10252,CARD20026,Abuja,Gold,POS,Fuel,11771.49,Declined,0,2026-02
TXN300750,2026-06-03,CUST10333,CARD20005,Abuja,Classic,POS,Groceries,7669.56,Successful,1,2026-06
TXN300751,2026-06-11,CUST10207,CARD20532,Kano,Platinum,POS,Groceries,3209.43,Successful,1,2026-06
TXN300752,2026-04-28,CUST10210,CARD20390,Port Harcourt,Gold,Online,Retail,20114.5,Successful,1,2026-04
TXN300753,2026-01-03,CUST10115,CARD20571,Kano,Gold,POS,Retail,4040.34,Successful,1,2026-01
TXN300754,2026-05-03,CUST10225,CARD20448,Kano,Classic,Online,Dining,21138.27,Declined,0,2026-05
TXN300755,2026-02-19,CUST10134,CARD20146,Abuja,Classic,POS,Travel,7659.12,Successful,1,2026-02
TXN300756,2026-01-12,CUST10251,CARD20388,Abuja,Classic,POS,Groceries,3442.85,Successful,1,2026-01
TXN300757,2026-02-23,CUST10219,CARD20249,Abuja,Classic,POS,Travel,4745.77,Declined,0,2026-02
TXN300758,2026-05-13,CUST10407,CARD20526,Kano,Classic,POS,Entertainment,24287.63,Successful,1,2026-05
TXN300759,2026-02-26,CUST10443,CARD20462,Port Harcourt,Platinum,Online,Retail,6385.61,Successful,1,2026-02
TXN300760,2026-05-25,CUST10091,CARD20013,Lagos,Classic,POS,Retail,17639.09,Successful,1,2026-05
TXN300761,2026-04-22,CUST10354,CARD20384,Port Harcourt,Classic,ATM,Dining,24843.52,Successful,1,2026-04
TXN300762,2026-02-16,CUST10376,CARD20556,Lagos,Classic,ATM,Fuel,7598.16,Reversed,0,2026-02
TXN300763,2026-05-31,CUST10046,CARD20399,Abuja,Classic,POS,Utilities,6778.06,Successful,1,2026-05
TXN300764,2026-03-26,CUST10038,CARD20019,Lagos,Platinum,Online,Utilities,5860.71,Successful,1,2026-03
TXN300765,2026-05-22,CUST10142,CARD20575,Port Harcourt,Classic,POS,Utilities,10739.44,Reversed,0,2026-05
TXN300766,2026-03-07,CUST10100,CARD20491,Ibadan,Classic,Online,Retail,27031.12,Reversed,0,2026-03
TXN300767,2026-03-16,CUST10328,CARD20419,Lagos,Gold,Online,Groceries,3036.23,Successful,1,2026-03
TXN300768,2026-06-28,CUST10190,CARD20337,Lagos,Classic,POS,Dining,9655.88,Successful,1,2026-06
TXN300769,2026-04-13,CUST10035,CARD20419,Lagos,Classic,POS,Fuel,9327.32,Successful,1,2026-04
TXN300770,2026-06-15,CUST10147,CARD20122,Port Harcourt,Classic,POS,Entertainment,1913.43,Successful,1,2026-06
TXN300771,2026-02-07,CUST10030,CARD20432,Lagos,Classic,POS,Utilities,3983.94,Successful,1,2026-02
TXN300772,2026-02-19,CUST10334,CARD20044,Lagos,Classic,Online,Dining,4693.66,Successful,1,2026-02
TXN300773,2026-04-08,CUST10084,CARD20317,Lagos,Classic,POS,Retail,14931.43,Successful,1,2026-04
TXN300774,2026-03-23,CUST10369,CARD20381,Abuja,Gold,POS,Utilities,17174.15,Successful,1,2026-03
TXN300775,2026-01-30,CUST10281,CARD20145,Lagos,Classic,POS,Fuel,1807.5,Successful,1,2026-01
TXN300776,2026-03-20,CUST10424,CARD20327,Port Harcourt,Gold,Online,Entertainment,13512.38,Successful,1,2026-03
TXN300777,2026-04-01,CUST10344,CARD20363,Lagos,Gold,POS,Travel,12184.77,Successful,1,2026-04
TXN300778,2026-06-28,CUST10270,CARD20050,Port Harcourt,Classic,Online,Entertainment,12870.71,Successful,1,2026-06
TXN300779,2026-02-21,CUST10154,CARD20065,Lagos,Classic,Online,Fuel,9156.29,Successful,1,2026-02
TXN300780,2026-06-15,CUST10102,CARD20355,Abuja,Classic,Online,Entertainment,17332.73,Successful,1,2026-06
TXN300781,2026-03-20,CUST10215,CARD20164,Lagos,Gold,Online,Groceries,20686.09,Successful,1,2026-03
TXN300782,2026-01-30,CUST10150,CARD20141,Port Harcourt,Gold,POS,Utilities,2192.74,Successful,1,2026-01
TXN300783,2026-04-16,CUST10432,CARD20128,Kano,Gold,POS,Utilities,7793.31,Successful,1,2026-04
TXN300784,2026-02-20,CUST10083,CARD20398,Kano,Classic,Online,Travel,6610.46,Successful,1,2026-02
TXN300785,2026-03-22,CUST10110,CARD20463,Abuja,Platinum,ATM,Entertainment,5124.57,Declined,0,2026-03
TXN300786,2026-05-13,CUST10435,CARD20187,Abuja,Classic,Online,Travel,5632.98,Successful,1,2026-05
TXN300787,2026-01-29,CUST10387,CARD20190,Ibadan,Classic,POS,Entertainment,9409.05,Successful,1,2026-01
TXN300788,2026-05-12,CUST10426,CARD20388,Port Harcourt,Classic,POS,Utilities,2871.85,Successful,1,2026-05
TXN300789,2026-05-18,CUST10275,CARD20429,Lagos,Classic,ATM,Groceries,13856.33,Successful,1,2026-05
TXN300790,2026-05-25,CUST10201,CARD20284,Ibadan,Classic,POS,Entertainment,6031.21,Successful,1,2026-05
TXN300791,2026-03-15,CUST10284,CARD20237,Abuja,Gold,POS,Travel,16313.0,Successful,1,2026-03
TXN300792,2026-01-17,CUST10173,CARD20194,Lagos,Gold,POS,Retail,4934.74,Successful,1,2026-01
TXN300793,2026-03-25,CUST10327,CARD20287,Lagos,Platinum,ATM,Utilities,4725.41,Successful,1,2026-03
TXN300794,2026-03-10,CUST10206,CARD20136,Lagos,Classic,POS,Fuel,3803.32,Successful,1,2026-03
TXN300795,2026-02-03,CUST10063,CARD20171,Abuja,Gold,POS,Fuel,4956.8,Reversed,0,2026-02
TXN300796,2026-01-06,CUST10073,CARD20159,Lagos,Classic,Online,Groceries,4267.81,Successful,1,2026-01
TXN300797,2026-02-22,CUST10251,CARD20201,Lagos,Classic,POS,Retail,11473.53,Successful,1,2026-02
TXN300798,2026-05-06,CUST10124,CARD20487,Lagos,Classic,ATM,Travel,18726.33,Successful,1,2026-05
TXN300799,2026-02-12,CUST10375,CARD20557,Abuja,Classic,Online,Entertainment,11051.2,Successful,1,2026-02
TXN300800,2026-04-25,CUST10121,CARD20583,Port Harcourt,Classic,POS,Utilities,7616.42,Successful,1,2026-04
TXN300801,2026-04-21,CUST10275,CARD20504,Lagos,Classic,Online,Fuel,11962.24,Successful,1,2026-04
TXN300802,2026-05-31,CUST10431,CARD20371,Lagos,Gold,ATM,Fuel,7870.4,Successful,1,2026-05
TXN300803,2026-03-21,CUST10398,CARD20103,Lagos,Platinum,POS,Fuel,8290.44,Successful,1,2026-03
TXN300804,2026-04-05,CUST10120,CARD20125,Kano,Classic,POS,Fuel,6340.35,Successful,1,2026-04
TXN300805,2026-04-28,CUST10422,CARD20313,Abuja,Platinum,Online,Dining,15823.84,Successful,1,2026-04
TXN300806,2026-05-24,CUST10437,CARD20458,Abuja,Gold,POS,Groceries,1040.29,Successful,1,2026-05
TXN300807,2026-01-08,CUST10317,CARD20230,Lagos,Classic,ATM,Travel,1471.04,Successful,1,2026-01
TXN300808,2026-05-12,CUST10164,CARD20197,Port Harcourt,Gold,ATM,Utilities,18430.82,Successful,1,2026-05
TXN300809,2026-04-14,CUST10424,CARD20423,Abuja,Classic,POS,Utilities,6924.2,Declined,0,2026-04
TXN300810,2026-05-12,CUST10286,CARD20572,Lagos,Gold,ATM,Utilities,16878.35,Reversed,0,2026-05
TXN300811,2026-01-25,CUST10265,CARD20171,Lagos,Gold,POS,Travel,4981.75,Successful,1,2026-01
TXN300812,2026-04-06,CUST10320,CARD20382,Lagos,Platinum,Online,Groceries,30927.32,Successful,1,2026-04
TXN300813,2026-06-04,CUST10161,CARD20173,Ibadan,Gold,POS,Retail,7264.72,Successful,1,2026-06
TXN300814,2026-04-03,CUST10376,CARD20453,Ibadan,Gold,ATM,Entertainment,11608.74,Successful,1,2026-04
