card_id,customer_id,card_type,region,issue_date,activation_status,monthly_limit_ngn
CARD20393,CUST10052,Classic,Lagos,2025-02-02,Active,500000
CARD20394,CUST10368,Gold,Lagos,2025-05-19,Active,100000
CARD20395,CUST10072,Classic,Lagos,2025-09-29,Active,1000000
CARD20396,CUST10021,Classic,Lagos,2025-07-15,Inactive,250000
CARD20397,CUST10016,Gold,Kano,2025-05-07,Inactive,500000
CARD20398,CUST10435,Classic,Lagos,2025-12-15,Active,1000000
CARD20399,CUST10016,Classic,Ibadan,2025-02-13,Active,1000000
CARD20400,CUST10402,Classic,Abuja,2025-09-01,Active,500000
CARD20401,CUST10175,Classic,Ibadan,2025-01-09,Inactive,500000
CARD20402,CUST10312,Platinum,Port Harcourt,2025-03-20,Inactive,500000
CARD20403,CUST10412,Classic,Port Harcourt,2025-07-09,Inactive,2000000
CARD20404,CUST10338,Gold,Abuja,2025-03-27,Active,100000
CARD20405,CUST10078,Classic,Ibadan,2026-04-30,Inactive,2000000
CARD20406,CUST10440,Classic,Lagos,2025-09-28,Inactive,1000000
CARD20407,CUST10240,Gold,Kano,2026-05-28,Active,1000000
CARD20408,CUST10037,Classic,Port Harcourt,2025-01-20,Active,1000000
CARD20409,CUST10232,Gold,Abuja,2026-05-04,Active,500000
CARD20410,CUST10400,Classic,Kano,2025-05-10,Active,250000
CARD20411,CUST10213,Classic,Ibadan,2025-01-07,Active,2000000
CARD20412,CUST10193,Gold,Port Harcourt,2025-11-06,Active,250000
CARD20413,CUST10060,Classic,Lagos,2026-04-18,Active,100000
CARD20414,CUST10189,Gold,Kano,2025-04-12,Active,100000
CARD20415,CUST10267,Classic,Port Harcourt,2025-12-04,Active,2000000
CARD20416,CUST10126,Gold,Abuja,2025-11-15,Active,1000000
CARD20417,CUST10203,Classic,Kano,2026-05-28,Active,100000
CARD20418,CUST10322,Gold,Lagos,2025-01-25,Inactive,250000
CARD20419,CUST10382,Platinum,Lagos,2026-03-06,Inactive,250000
CARD20420,CUST10032,Classic,Abuja,2025-05-23,Inactive,500000
CARD20421,CUST10403,Classic,Lagos,2025-05-29,Active,1000000
CARD20422,CUST10312,Platinum,Port Harcourt,2025-02-24,Active,500000
CARD20423,CUST10261,Classic,Lagos,2026-04-16,Active,2000000
CARD20424,CUST10387,Gold,Lagos,2025-12-29,Active,100000
CARD20425,CUST10412,Platinum,Lagos,2025-07-28,Inactive,500000
CARD20426,CUST10346,Gold,Abuja,2025-07-04,Active,500000
CARD20427,CUST10094,Classic,Lagos,2025-03-06,Active,2000000
CARD20428,CUST10328,Classic,Lagos,2025-04-22,Active,250000
CARD20429,CUST10100,Classic,Lagos,2025-09-20,Inactive,250000
CARD20430,CUST10285,Classic,Port Harcourt,2025-03-17,Active,2000000
CARD20431,CUST10315,Classic,Ibadan,2025-10-23,Active,250000
CARD20432,CUST10025,Gold,Lagos,2025-06-27,Active,2000000
CARD20433,CUST10406,Classic,Abuja,2025-01-01,Active,250000
CARD20434,CUST10353,Platinum,Lagos,2025-05-28,Active,2000000
CARD20435,CUST10357,Gold,Lagos,2025-05-09,Inactive,250000
CARD20436,CUST10117,Platinum,Kano,2026-05-28,Active,500000
CARD20437,CUST10199,Classic,Lagos,2026-05-17,Active,500000
CARD20438,CUST10279,Gold,Lagos,2025-05-29,Inactive,250000
CARD20439,CUST10070,Classic,Lagos,2025-09-26,Active,2000000
CARD20440,CUST10335,Classic,Kano,2025-04-15,Inactive,500000
CARD20441,CUST10079,Gold,Abuja,2026-04-11,Inactive,100000
CARD20442,CUST10424,Gold,Abuja,2025-10-08,Active,250000
CARD20443,CUST10354,Classic,Abuja,2026-02-11,Active,100000
CARD20444,CUST10014,Classic,Lagos,2025-12-24,Active,100000
CARD20445,CUST10029,Classic,Ibadan,2025-07-22,Inactive,1000000
CARD20446,CUST10144,Gold,Lagos,2025-10-08,Inactive,100000
CARD20447,CUST10343,Platinum,Port Harcourt,2025-09-14,Active,100000
CARD20448,CUST10010,Classic,Abuja,2025-04-04,Active,1000000
CARD20449,CUST10047,Classic,Lagos,2025-11-20,Active,1000000
CARD20450,CUST10260,Platinum,Lagos,2025-12-28,Inactive,1000000
CARD20451,CUST10012,Classic,Port Harcourt,2025-12-17,Active,2000000
CARD20452,CUST10298,Gold,Lagos,2025-03-03,Active,1000000
CARD20453,CUST10226,Classic,Lagos,2025-07-06,Active,2000000
CARD20454,CUST10260,Classic,Lagos,2026-06-26,Active,250000
CARD20455,CUST10084,Classic,Port Harcourt,2025-10-31,Inactive,2000000
CARD20456,CUST10348,Gold,Ibadan,2026-03-12,Active,250000
CARD20457,CUST10348,Classic,Ibadan,2025-08-01,Active,1000000
CARD20458,CUST10006,Classic,Abuja,2026-02-10,Active,1000000
CARD20459,CUST10398,Classic,Abuja,2025-05-14,Active,250000
CARD20460,CUST10247,Gold,Lagos,2025-08-07,Active,500000
CARD20461,CUST10035,Platinum,Lagos,2026-02-25,Active,2000000
CARD20462,CUST10175,Gold,Ibadan,2025-11-15,Active,100000
CARD20463,CUST10442,Classic,Ibadan,2025-06-06,Inactive,1000000
CARD20464,CUST10065,Platinum,Port Harcourt,2025-07-07,Active,2000000
CARD20465,CUST10147,Classic,Abuja,2026-04-21,Inactive,2000000
CARD20466,CUST10057,Classic,Ibadan,2025-06-11,Active,1000000
CARD20467,CUST10193,Gold,Kano,2025-05-09,Active,250000
CARD20468,CUST10013,Classic,Lagos,2025-10-31,Active,1000000
CARD20469,CUST10392,Classic,Lagos,2025-03-30,Active,2000000
CARD20470,CUST10018,Classic,Abuja,2025-06-11,Active,500000
CARD20471,CUST10246,Gold,Lagos,2025-02-05,Active,250000
CARD20472,CUST10163,Classic,Ibadan,2025-08-15,Active,1000000
CARD20473,CUST10343,Classic,Lagos,2025-05-31,Active,100000
CARD20474,CUST10114,Gold,Abuja,2025-02-16,Active,1000000
CARD20475,CUST10282,Gold,Abuja,2025-08-19,Active,2000000
CARD20476,CUST10233,Gold,Abuja,2026-06-23,Active,2000000
CARD20477,CUST10166,Classic,Lagos,2025-06-14,Active,100000
CARD20478,CUST10322,Classic,Kano,2025-03-07,Active,250000
CARD20479,CUST10026,Classic,Lagos,2025-03-21,Inactive,2000000
CARD20480,CUST10126,Gold,Port Harcourt,2025-05-20,Active,250000
CARD20481,CUST10313,Gold,Ibadan,2026-02-04,Inactive,250000
CARD20482,CUST10281,Platinum,Lagos,2025-05-10,Active,1000000
CARD20483,CUST10286,Classic,Kano,2026-03-22,Inactive,250000
CARD20484,CUST10391,Classic,Abuja,2025-01-29,Active,2000000
CARD20485,CUST10283,Classic,Port Harcourt,2025-07-21,Active,2000000
CARD20486,CUST10139,Classic,Port Harcourt,2025-08-25,Active,500000
CARD20487,CUST10101,Classic,Abuja,2025-12-05,Active,250000
CARD20488,CUST10392,Platinum,Lagos,2026-02-03,Inactive,500000
CARD20489,CUST10011,Gold,Port Harcourt,2026-03-15,Active,1000000
CARD20490,CUST10382,Classic,Abuja,2025-10-16,Active,500000
CARD20491,CUST10216,Gold,Lagos,2025-09-09,Active,250000
CARD20492,CUST10030,Classic,Port Harcourt,2025-04-10,Active,2000000
CARD20493,CUST10094,Gold,Port Harcourt,2026-02-26,Active,1000000
CARD20494,CUST10116,Gold,Abuja,2025-01-18,Active,250000
CARD20495,CUST10271,Classic,Lagos,2026-04-16,Active,1000000
CARD20496,CUST10440,Gold,Lagos,2025-01-07,Active,100000
CARD20497,CUST10291,Gold,Lagos,2026-02-23,Active,250000
CARD20498,CUST10039,Classic,Abuja,2026-01-15,Active,100000
CARD20499,CUST10024,Classic,Kano,2026-05-23,Active,500000
CARD20500,CUST10264,Classic,Lagos,2025-04-24,Active,250000
CARD20501,CUST10043,Classic,Lagos,2026-05-26,Active,100000
CARD20502,CUST10170,Classic,Ibadan,2026-04-14,Inactive,2000000
CARD20503,CUST10340,Gold,Lagos,2025-04-03,Active,500000
CARD20504,CUST10169,Classic,Lagos,2026-05-07,Inactive,250000
CARD20505,CUST10303,Gold,Abuja,2025-04-12,Active,250000
CARD20506,CUST10026,Platinum,Ibadan,2026-05-08,Inactive,2000000
CARD20507,CUST10180,Gold,Port Harcourt,2026-06-20,Active,2000000
CARD20508,CUST10150,Gold,Port Harcourt,2026-04-30,Active,100000
CARD20509,CUST10133,Gold,Lagos,2026-04-24,Active,100000
CARD20510,CUST10143,Gold,Ibadan,2025-06-16,Active,100000
CARD20511,CUST10164,Classic,Lagos,2025-05-20,Inactive,1000000
CARD20512,CUST10101,Classic,Lagos,2025-04-04,Active,500000
CARD20513,CUST10063,Gold,Lagos,2025-06-30,Active,250000
CARD20514,CUST10093,Gold,Lagos,2025-01-04,Active,500000
CARD20515,CUST10207,Platinum,Lagos,2026-01-24,Inactive,2000000
CARD20516,CUST10433,Gold,Abuja,2025-09-29,Active,500000
CARD20517,CUST10311,Platinum,Abuja,2025-05-12,Active,500000
CARD20518,CUST10072,Classic,Lagos,2026-05-27,Active,100000
CARD20519,CUST10060,Gold,Port Harcourt,2025-02-21,Active,2000000
CARD20520,CUST10441,Platinum,Port Harcourt,2025-10-17,Inactive,500000
CARD20521,CUST10029,Classic,Lagos,2026-03-22,Active,250000
CARD20522,CUST10019,Classic,Lagos,2025-08-25,Active,100000
CARD20523,CUST10073,Classic,Lagos,2026-05-06,Active,500000
CARD20524,CUST10394,Gold,Lagos,2025-10-07,Inactive,2000000
CARD20525,CUST10357,Classic,Port Harcourt,2025-02-13,Active,250000
CARD20526,CUST10394,Gold,Lagos,2025-12-25,Inactive,2000000
CARD20527,CUST10246,Classic,Lagos,2026-06-10,Active,2000000
CARD20528,CUST10313,Classic,Lagos,2026-04-07,Inactive,2000000
CARD20529,CUST10438,Platinum,Ibadan,2025-04-11,Active,1000000
CARD20530,CUST10440,Classic,Lagos,2026-04-06,Active,250000
CARD20531,CUST10324,Classic,Port Harcourt,2025-09-25,Inactive,2000000
CARD20532,CUST10087,Classic,Lagos,2025-12-28,Active,1000000
CARD20533,CUST10359,Gold,Ibadan,2026-02-12,Active,100000
CARD20534,CUST10183,Classic,Kano,2025-02-06,Inactive,1000000
CARD20535,CUST10197,Classic,Abuja,2026-04-13,Active,100000
CARD20536,CUST10244,Platinum,Ibadan,2025-09-16,Active,1000000
CARD20537,CUST10328,Classic,Port Harcourt,2026-05-24,Active,2000000
CARD20538,CUST10385,Classic,Ibadan,2025-11-05,Active,1000000
CARD20539,CUST10118,Classic,Port Harcourt,2025-09-30,Inactive,1000000
CARD20540,CUST10396,Classic,Lagos,2025-04-20,Active,2000000
CARD20541,CUST10419,Classic,Abuja,2025-09-17,Active,100000
CARD20542,CUST10372,Gold,Kano,2025-09-25,Active,2000000
CARD20543,CUST10082,Platinum,Lagos,2025-02-01,Active,250000
CARD20544,CUST10247,Classic,Kano,2025-06-26,Active,1000000
CARD20545,CUST10234,Gold,Abuja,2025-04-14,Active,250000
CARD20546,CUST10417,Classic,Abuja,2025-08-24,Active,2000000
CARD20547,CUST10365,Gold,Port Harcourt,2025-04-03,Active,2000000
CARD20548,CUST10153,Classic,Ibadan,2025-07-20,Active,500000
CARD20549,CUST10272,Classic,Lagos,2025-02-04,Active,250000
CARD20550,CUST10392,Classic,Lagos,2025-04-27,Active,500000
CARD20551,CUST10035,Classic,Port Harcourt,2026-04-03,Active,250000
CARD20552,CUST10213,Gold,Kano,2026-04-16,Active,500000
CARD20553,CUST10211,Gold,Port Harcourt,2026-02-03,Inactive,500000
CARD20554,CUST10430,Classic,Lagos,2025-04-27,Active,250000
CARD20555,CUST10139,Platinum,Lagos,2025-12-28,Active,2000000
CARD20556,CUST10189,Classic,Kano,2025-07-23,Inactive,100000
CARD20557,CUST10300,Gold,Lagos,2025-05-26,Active,2000000
CARD20558,CUST10395,Classic,Abuja,2026-03-20,Active,100000
CARD20559,CUST10252,Classic,Lagos,2025-10-24,Inactive,250000
CARD20560,CUST10395,Classic,Lagos,2026-05-02,Active,1000000
CARD20561,CUST10150,Classic,Lagos,2025-08-19,Active,2000000
CARD20562,CUST10341,Classic,Lagos,2025-07-22,Active,500000
CARD20563,CUST10219,Gold,Ibadan,2025-12-28,Inactive,2000000
CARD20564,CUST10082,Gold,Lagos,2026-01-30,Inactive,250000
CARD20565,CUST10190,Gold,Lagos,2025-09-05,Inactive,1000000
CARD20566,CUST10234,Platinum,Abuja,2026-03-16,Active,1000000
CARD20567,CUST10176,Platinum,Kano,2026-01-31,Active,2000000
CARD20568,CUST10232,Gold,Port Harcourt,2025-12-22,Active,2000000
CARD20569,CUST10358,Gold,Lagos,2026-02-05,Active,2000000
CARD20570,CUST10063,Classic,Lagos,2025-08-29,Inactive,250000
CARD20571,CUST10435,Gold,Abuja,2025-12-07,Active,100000
CARD20572,CUST10429,Gold,Ibadan,2025-08-17,Active,100000
CARD20573,CUST10237,Classic,Lagos,2026-06-27,Active,500000
CARD20574,CUST10033,Classic,Lagos,2026-06-23,Active,250000
CARD20575,CUST10213,Platinum,Port Harcourt,2026-06-13,Active,1000000
CARD20576,CUST10060,Classic,Abuja,2025-09-24,Active,500000
CARD20577,CUST10379,Classic,Abuja,2025-05-09,Active,1000000
CARD20578,CUST10002,Classic,Lagos,2025-08-08,Active,1000000
CARD20579,CUST10397,Classic,Lagos,2025-03-23,Inactive,2000000
CARD20580,CUST10450,Classic,Lagos,2025-01-20,Inactive,1000000
CARD20581,CUST10057,Classic,Lagos,2025-11-23,Active,1000000
CARD20582,CUST10427,Classic,Kano,2025-02-06,Inactive,250000
CARD20583,CUST10301,Platinum,Lagos,2026-01-17,Active,2000000
CARD20584,CUST10287,Classic,Port Harcourt,2025-02-08,Active,2000000
CARD20585,CUST10138,Classic,Abuja,2025-04-19,Active,500000
CARD20586,CUST10279,Classic,Lagos,2026-03-05,Active,2000000
CARD20587,CUST10214,Classic,Ibadan,2025-03-05,Active,100000
CARD20588,CUST10239,Platinum,Port Harcourt,2025-06-24,Active,250000
CARD20589,CUST10285,Gold,Kano,2025-02-01,Active,500000
CARD20590,CUST10031,Classic,Lagos,2026-06-15,Active,100000
CARD20591,CUST10206,Classic,Lagos,2025-04-16,Active,1000000
CARD20592,CUST10274,Gold,Lagos,2026-04-27,Active,100000
CARD20593,CUST10011,Classic,Lagos,2025-07-25,Active,500000
CARD20594,CUST10359,Classic,Lagos,2025-09-04,Active,2000000
CARD20595,CUST10047,Classic,Ibadan,2025-03-30,Active,250000
CARD20596,CUST10003,Platinum,Lagos,2025-11-12,Active,500000
CARD20597,CUST10130,Classic,Kano,2025-01-11,Active,100000
CARD20598,CUST10438,Classic,Abuja,2025-02-18,Active,100000
CARD20599,CUST10072,Classic,Port Harcourt,2025-06-20,Inactive,500000
CARD20600,CUST10159,Classic,Lagos,2025-05-23,Active,500000
